sample_id,event_id,event_code,latitude,longitude,state,district,facility_id,facility_name,acquisition_date,split,spatial_group,spatial_holdout_region,label,label_type,label_source,verification_status,dataset_type,is_demo,point_in_time_compliant,frp_max,frp_avg,frp_std,bright_max,bright_avg,delta_brightness,dist_to_facility_m,dist_to_forest_m,dist_to_agriculture_m,dist_to_settlement_m,dist_to_water_m,dist_to_mine_m,landcover_code,persistence_score,recurrence_rate,day_night_ratio,baseline_deviation_ratio,industrial_context_score
99c9e3af-da49-4a91-98d5-1c1f88a7b4cf,e03c4b55-a083-4bb3-bea0-eac28fe9eb45,EVT-GUJ-20260831-C603,22.3542,69.8644,Gujarat,Jamnagar,9851739b-957a-4c0e-87c9-e46429a00630,Reliance Jamnagar Mega Refinery & Petrochemical Complex,2026-08-31,TEST,9851739b-957a-4c0e-87c9-e46429a00630,WESTERN_PETROCHEMICAL,Industrial Fire,HUMAN_VERIFIED,SENTINEL2_SWIR_VERIFICATION,VERIFIED,HUMAN_VERIFIED,False,True,285.0,249.38,0.0,0.0,0.0,0.0,181.91402943653523,1128614.5,941505.2,4200.0,1335938.1,1302902.4,1,1.0,456.44,1.0,49.336,0.95
6689f1a1-ed30-4d39-960f-bbb2f671a38d,e8283763-46f0-46d4-b4a4-57526ec19a26,EVT-GUJ-20260412-9441,22.3552,69.8654,Gujarat,Jamnagar,9851739b-957a-4c0e-87c9-e46429a00630,Reliance Jamnagar Mega Refinery & Petrochemical Complex,2026-04-13,TEST,9851739b-957a-4c0e-87c9-e46429a00630,WESTERN_PETROCHEMICAL,Industrial Fire,HUMAN_VERIFIED,SENTINEL2_SWIR_VERIFICATION,VERIFIED,HUMAN_VERIFIED,False,True,165.0,165.0,0.0,0.0,0.0,0.0,41.135171518434575,1128496.1,941360.1,4200.0,1335817.2,1302794.2,1,1.0,402.0,1.0,41.639,0.95
ac743c59-6d7c-4f03-b16a-5748827d1820,e03c4b55-a083-4bb3-bea0-eac28fe9eb45,EVT-GUJ-20260831-C603,22.3542,69.8644,Gujarat,Jamnagar,9851739b-957a-4c0e-87c9-e46429a00630,Reliance Jamnagar Mega Refinery & Petrochemical Complex,2026-08-31,TEST,9851739b-957a-4c0e-87c9-e46429a00630,WESTERN_PETROCHEMICAL,Industrial Fire,HUMAN_VERIFIED,SENTINEL2_SWIR_VERIFICATION,VERIFIED,HUMAN_VERIFIED,False,True,285.0,249.38,0.0,0.0,0.0,0.0,181.91402943653523,1128614.5,941505.2,4200.0,1335938.1,1302902.4,1,1.0,456.44,1.0,49.336,0.95
7aa613bf-611c-4327-9d55-5a928594a865,acc17416-08cf-45af-bee3-480b2b8dbae0,EVT-GUJ-20260901-32D0,22.3542,69.8644,Gujarat,Jamnagar,9851739b-957a-4c0e-87c9-e46429a00630,Reliance Jamnagar Mega Refinery & Petrochemical Complex,2026-09-01,TEST,9851739b-957a-4c0e-87c9-e46429a00630,WESTERN_PETROCHEMICAL,Industrial Fire,HUMAN_VERIFIED,SENTINEL2_SWIR_VERIFICATION,VERIFIED,HUMAN_VERIFIED,False,True,285.0,249.38,0.0,0.0,0.0,0.0,181.91402943653523,1128614.5,941505.2,4200.0,1335938.1,1302902.4,1,1.0,456.44,1.0,49.336,0.95
a5f12ed9-8ac7-480e-aafd-983ec0a22a9c,43c03b2d-f2e5-4087-b3e3-478f0820b3b0,EVT-REAL-2022-00001,16.5249,77.3982,Andhra Pradesh,East Godavari,,,2022-01-01,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,6.3,6.3,0.0,315.0,315.0,0.0,7633.101563678762,850147.1,1482555.0,4200.0,996817.8,835294.8,0,0.0,0.0,1.0,0.63,0.65
3f0994b7-80d4-4bb5-908d-711e29528a9a,0f75abf3-1c05-4b12-867d-75540e6f8305,EVT-REAL-2022-00002,16.54304,76.51217,Maharashtra,Nagpur,,,2022-01-01,TRAIN,Nagpur,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,6.95,6.95,0.0,340.49,340.49,0.0,9245.166091166051,891121.5,1479511.8,4200.0,1050304.2,896520.9,0,0.0,0.0,1.0,0.695,0.2
39d85516-9e7b-4199-8368-b77be6622af4,6aa4fabc-3a7a-422d-972a-e933ba740598,EVT-REAL-2022-00003,15.95954,77.14352,Andhra Pradesh,East Godavari,,,2022-01-01,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,6.14,4.6,1.5394804318340654,331.05,330.53,0.5200000000000387,12146.283941541573,918374.1,1544261.3,4200.0,1064073.0,901167.0,0,0.0,0.0,1.0,0.614,0.2
0e23e648-ee73-4faa-bdcc-5dd877a68176,98dc0575-c61f-4888-b215-92f97ea6b0b2,EVT-REAL-2022-00004,16.60065,78.14039,Andhra Pradesh,East Godavari,,,2022-01-01,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,24.52,24.52,0.0,340.57,340.57,0.0,10234.187988066802,812815.9,1479244.5,4200.0,947877.3,780568.3,0,0.0,0.0,1.0,1.0,0.2
d8977ba1-5fd1-4745-892d-0f7d2df37fb4,f9b57054-251e-476c-8b89-63b57dfc568a,EVT-REAL-2022-00005,16.5387,77.66588,Andhra Pradesh,East Godavari,,,2022-01-01,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,3.11,3.11,0.0,333.98,333.98,0.0,7167.901291487608,837414.7,1482404.7,4200.0,979993.9,816288.8,0,0.0,0.0,1.0,0.311,0.65
6e5e1ba7-2f3c-4a6d-9cd4-45431794c060,1262b988-fa71-4289-96f5-eb9147b2e13a,EVT-REAL-2022-00006,16.38729,76.76286,Andhra Pradesh,East Godavari,,,2022-01-01,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,3.83,3.83,0.0,330.47,330.47,0.0,9616.41103117164,893475.8,1496532.0,4200.0,1048051.2,890984.1,0,0.0,0.0,1.0,0.383,0.2
1005aea5-a3e5-46a2-a862-ea9338749856,e168246f-e1ef-4570-8cff-1b3571d707f8,EVT-REAL-2022-00007,16.47318,77.1695,Andhra Pradesh,East Godavari,,,2022-01-01,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,6.28,6.28,0.0,338.56,338.56,0.0,10004.027372559829,865588.6,1487500.1,4200.0,1015224.7,855305.2,0,0.0,0.0,1.0,0.628,0.2
2571e49e-41e7-408d-a202-7721b7c79ad5,75ba6f98-e5fa-4bd7-b322-cb4781f656ee,EVT-REAL-2022-00008,16.28764,77.10003,Andhra Pradesh,East Godavari,,,2022-01-01,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,4.98,4.23,0.7483314773547883,337.79,337.4,0.3900000000000432,12253.400231831227,887321.2,1507865.8,4200.0,1036367.5,875810.4,0,0.0,0.0,1.0,0.498,0.2
e7ee70c2-b2ee-41d5-853c-eac49a2680fd,d9796f2c-d79e-4a0b-8be5-9102a1c25b4a,EVT-REAL-2022-00009,16.48127,76.85621,Andhra Pradesh,East Godavari,,,2022-01-01,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,3.05,3.05,0.0,334.95,334.95,0.0,6465.526822640956,879651.3,1486138.2,4200.0,1033778.3,876585.7,0,0.0,0.0,1.0,0.305,0.65
11f86a5d-aa57-4923-9ba8-c4dbf6b17a31,298a3bfe-db62-4490-accb-31c51d17c245,EVT-REAL-2022-00010,30.18563,76.67887,Punjab,Sangrur,,,2022-01-01,TRAIN,Sangrur,NORTHERN_AGRICULTURE,Agricultural Burning,REAL,BHUVAN_AGRICULTURAL_CYCLE,UNVERIFIED,REAL,False,True,8.37,8.37,0.0,330.72,330.72,0.0,12131.993738583435,807438.7,0.0,4200.0,898379.7,882145.2,4,0.0,0.0,1.0,0.837,0.2
6d97aaa4-1ae6-488f-90df-11b3888ee796,7dadf49a-fe0c-4713-a044-c1685100642b,EVT-REAL-2022-00011,30.62966,75.79422,Punjab,Sangrur,,,2022-01-01,TRAIN,Sangrur,NORTHERN_AGRICULTURE,Agricultural Burning,REAL,BHUVAN_AGRICULTURAL_CYCLE,UNVERIFIED,REAL,False,True,14.92,14.92,0.0,341.1,341.1,0.0,5426.289748198023,895114.8,0.0,4200.0,993246.9,976582.2,4,0.0,0.0,1.0,1.0,0.65
233237e5-378d-4e8a-a04f-dcf0b75fcc0e,44834006-d289-4875-9341-669ebacbcb31,EVT-REAL-2022-00012,16.7561,76.5711,Maharashtra,Nagpur,,,2022-01-01,TRAIN,Nagpur,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,6.6,6.6,0.0,314.7,314.7,0.0,7901.907016907533,867528.1,1455876.2,4200.0,1027841.1,875222.0,0,0.0,0.0,1.0,0.66,0.65
bfe1b2ee-6ae2-4b17-945b-77a3b863fd40,4e04a80c-d07d-4064-9c1f-7f2a5afd991a,EVT-REAL-2022-00013,16.62326,76.83441,Andhra Pradesh,East Godavari,,,2022-01-01,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,5.0,4.95,0.0,335.32,333.96,1.3600000000000136,5081.172072003477,866808.3,1470418.0,4200.0,1022479.1,866512.0,0,0.0,0.0,1.0,0.5,0.65
a7ec1e88-95fa-420b-8db0-1ccc9b88f1cc,a324e257-ae42-4526-9441-fcb82fdeb97d,EVT-REAL-2022-00014,15.08663,77.62585,Andhra Pradesh,East Godavari,,,2022-01-01,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,6.49,6.49,0.0,341.85,341.85,0.0,3150.9353256894683,989148.7,1642634.2,4200.0,1121079.3,950548.1,0,0.0,0.0,1.0,0.649,0.65
95f5ce17-8118-4e22-bb68-da0181a2f678,e4556c19-eedf-4ba3-b732-9928f543748c,EVT-REAL-2022-00015,30.3164,75.6704,Punjab,Sangrur,,,2022-01-01,TRAIN,Sangrur,NORTHERN_AGRICULTURE,Agricultural Burning,REAL,BHUVAN_AGRICULTURAL_CYCLE,UNVERIFIED,REAL,False,True,17.8,17.8,0.0,312.2,312.2,0.0,6514.982434386109,873894.2,0.0,4200.0,978174.9,961004.2,4,0.0,0.0,1.0,1.0,0.65
d31b57d1-6b22-47ab-b715-038fab28425f,ced8abb1-ccfe-40aa-91ee-c54a7225e20b,EVT-REAL-2022-00016,22.3412,69.8814,Gujarat,Jamnagar,ae8cb4e2-ec5d-414a-a67a-ee4f275bbb89,Industrial Manufacturing (cooling) (Way #666443873),2022-01-01,TRAIN,ae8cb4e2-ec5d-414a-a67a-ee4f275bbb89,WESTERN_PETROCHEMICAL,Industrial Fire,WEAKLY_LABELED,FACILITY_ANOMALOUS_THERMAL,UNVERIFIED,REAL,False,True,26.0,26.0,0.0,317.2,317.2,0.0,817.5773202017549,1127098.5,942015.2,4200.0,1334468.1,1301222.8,1,0.0,0.0,0.0,1.0,0.95
52d3adf8-e517-440f-81eb-05d873e011b2,e7f142a4-2525-449b-b21f-efe42045fa4c,EVT-REAL-2022-00017,15.18638,76.64178,Karnataka,Ballari,88d052f9-bea2-47a1-b1a9-557b83171409,Industrial Manufacturing (cooling) (Way #666448109),2022-01-01,TRAIN,88d052f9-bea2-47a1-b1a9-557b83171409,GENERAL_INDIAN_TERRITORY,Industrial Fire,WEAKLY_LABELED,FACILITY_ANOMALOUS_THERMAL,UNVERIFIED,REAL,False,True,4.04,3.55,0.37416573867739417,328.11,315.17,12.939999999999998,183.6699826729754,1018520.4,1629496.4,4200.0,1165139.2,1001776.3,0,0.0,0.0,0.0,0.404,0.95
20efc274-1c39-42a6-b3c0-826be2f8a0cc,8ce022c3-ac77-4aea-a470-c944b38be7d4,EVT-REAL-2022-00018,15.17542,76.65914,Karnataka,Ballari,23ba9fb0-4eff-41e9-9d83-71d545b12a48,Industrial Manufacturing (cooling) (Way #666448114),2022-01-01,TRAIN,23ba9fb0-4eff-41e9-9d83-71d545b12a48,GENERAL_INDIAN_TERRITORY,Industrial Fire,WEAKLY_LABELED,FACILITY_ANOMALOUS_THERMAL,UNVERIFIED,REAL,False,True,7.05,4.2,0.9695359714832658,349.55,323.77,25.78000000000003,120.05531447500272,1018843.5,1630692.3,4200.0,1165154.6,1001612.7,0,0.0,0.0,0.3333,0.705,0.95
888c498a-bbae-4dfa-bf78-2d4c0d17d15f,b835ac1c-afea-4097-98b8-89e35e0762f8,EVT-REAL-2022-00019,27.9627,72.9986,Rajasthan,Barmer,,,2022-01-02,TRAIN,Barmer,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,5.2,5.2,0.0,309.2,309.2,0.0,4667.5485083833955,901514.5,244589.3,4200.0,1065054.0,1043901.2,0,0.0,0.0,1.0,0.52,0.65
471c556c-c71c-4d9f-84ef-65386dc9cb7b,b45809df-f0c1-4c15-b295-fa6af2ba0499,EVT-REAL-2022-00020,16.50607,77.23726,Andhra Pradesh,East Godavari,,,2022-01-02,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,4.07,4.07,0.0,330.09,330.09,0.0,5338.426481954604,859208.1,1484053.1,4200.0,1008136.0,847860.2,0,0.0,0.0,1.0,0.407,0.65
f63f6fa4-89c1-4901-b266-244aa200ae1e,b5a711d7-ae70-4279-bac1-1781c51f6d9e,EVT-REAL-2022-00021,16.42278,76.78027,Andhra Pradesh,East Godavari,,,2022-01-02,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,4.19,4.19,0.0,330.22,330.22,0.0,11303.148985508955,889133.6,1492601.2,4200.0,1043781.3,886818.2,0,0.0,0.0,1.0,0.419,0.2
74afc7fe-6d1f-4d50-be46-145eeefa9834,659c1d80-0c93-48b7-a534-24689118310c,EVT-REAL-2022-00022,14.19392,76.42376,Karnataka,Ballari,5a58238c-420a-48e6-8a51-2cefe8095287,Designated Industrial Park / Estate (Way #924699013),2022-01-02,TRAIN,5a58238c-420a-48e6-8a51-2cefe8095287,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,6.3,6.3,0.0,349.0,349.0,0.0,1919.9774585378384,1128359.2,1739520.1,4200.0,1270870.4,1104403.5,0,0.0,0.0,1.0,0.63,0.95
4ab50f98-6430-4633-83ed-e940b73aba27,c666c2ee-0d2c-4eff-9404-5bf4054c1c6a,EVT-REAL-2022-00023,14.25145,76.29766,Karnataka,Ballari,,,2022-01-02,TRAIN,Ballari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,10.37,5.82,2.7129319932501073,340.6,335.81,4.7900000000000205,7956.477662579177,1128028.9,1733260.3,4200.0,1272472.0,1107035.7,0,0.0,0.0,1.0,1.037,0.65
5c87e8af-36e3-409b-be60-6dd972ad1a6a,ad0f156b-69cf-4ed1-b632-261305c331d9,EVT-REAL-2022-00024,14.51227,77.57043,Andhra Pradesh,East Godavari,,,2022-01-02,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,3.95,3.95,0.0,336.92,336.92,0.0,3738.195037382516,1051237.7,1705838.3,4200.0,1180192.1,1007948.1,0,0.0,0.0,1.0,0.395,0.65
90a78dc2-9020-4b77-8ac6-e3dba740ce54,71d50f70-960e-4852-a92a-c4db8aafe561,EVT-REAL-2022-00025,14.97142,77.80672,Andhra Pradesh,East Godavari,,,2022-01-02,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,4.12,4.12,0.0,333.48,333.48,0.0,6875.040828686852,995034.2,1656418.4,4200.0,1123375.0,951270.8,0,0.0,0.0,1.0,0.412,0.65
aa62081e-7632-4d06-918a-84223c72c99a,531af445-a2b0-41a3-a9bb-da43387a0eab,EVT-REAL-2022-00026,14.99799,77.6311,Andhra Pradesh,East Godavari,,,2022-01-02,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,4.16,4.16,0.0,332.97,332.97,0.0,8015.0826329115525,998232.2,1652458.1,4200.0,1129473.3,958570.1,0,0.0,0.0,1.0,0.416,0.2
8b4b63e3-0a24-4aa6-beb1-ed313f0788ca,6b1f3b86-7db0-49da-9249-940bf2b24915,EVT-REAL-2022-00027,15.37056,77.01385,Andhra Pradesh,East Godavari,,,2022-01-02,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,3.06,3.06,0.0,334.26,334.26,0.0,19247.6016324098,983652.8,1609184.9,4200.0,1126611.1,961522.5,0,0.0,0.0,1.0,0.306,0.2
4ea7dfb4-6a5f-4d0d-8b6a-ded0d4b413c7,3063871f-3e26-4edf-b664-31e69aa39147,EVT-REAL-2022-00028,15.52506,76.57597,Karnataka,Ballari,,,2022-01-02,TRAIN,Ballari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,3.74,3.74,0.0,333.4,333.4,0.0,8557.18570231487,987681.2,1592092.1,4200.0,1137706.2,976653.7,0,0.0,0.0,1.0,0.374,0.2
af4c41aa-26d1-4629-ab3c-2614a6c766f2,57723a0c-b7c2-4677-a61f-9e4b7160d3b7,EVT-REAL-2022-00029,15.59555,76.75582,Andhra Pradesh,East Godavari,,,2022-01-02,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,3.25,3.25,0.0,338.14,338.14,0.0,4534.231123089591,972309.4,1584146.5,4200.0,1120513.1,958510.9,0,0.0,0.0,1.0,0.325,0.65
7291caee-0471-43e1-b193-a9564346059f,91d129b4-7ec0-4b3d-8c78-b42549b65cd1,EVT-REAL-2022-00030,15.63893,76.72684,Andhra Pradesh,East Godavari,,,2022-01-02,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,6.48,6.48,0.0,338.57,338.57,0.0,6163.808748399232,969302.9,1579357.6,4200.0,1118230.8,956692.9,0,0.0,0.0,1.0,0.648,0.65
00cb8998-08c7-4458-aa5b-e5a6eed88d48,3dcdcfed-4b14-4303-af06-e0287e958f06,EVT-REAL-2022-00031,15.74611,76.79067,Andhra Pradesh,East Godavari,,,2022-01-02,TRAIN,East Godavari,GENERAL_INDIAN_TERRITORY,Uncertain,UNKNOWN,LOW_CONFIDENCE_HOTSPOT,UNVERIFIED,REAL,False,True,3.03,3.03,0.0,331.76,331.76,0.0,4954.184220069065,955653.0,1567480.1,4200.0,1104567.6,943161.4,0,0.0,0.0,1.0,0.303,0.65
